ID_PI,KPI,PI,Gebied,Eenheid,Ref_value_year,Ref_value_month,total-2009,total-2010,total-2011,total-2012,total-2013,total-2014,Date,Value
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Jan/14,1.1
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Feb/14,4.6
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Mar/14,1.4
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Apr/14,9.4
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,May/14,3.1
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Jun/14,8.2
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Jul/14,2.2
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Aug/14,7.3
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Sep/14,0.4
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Oct/14,5.5
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Nov/14,4.1
35,OMGEVINGSEFFECT,Overstorten,Buiten,aantal/maand,61.0,8.0,57.1,42.9,54.1,63.5,77.8,72.0,Dec/14,7.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jan/09,5.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Feb/09,8.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Mar/09,6.1
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Apr/09,6.9
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,May/09,8.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jun/09,0.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jul/09,6.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Aug/09,2.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Sep/09,1.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Oct/09,4.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Nov/09,5.9
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Dec/09,6.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jan/10,2.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Feb/10,4.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Mar/10,5.6
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Apr/10,6.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,May/10,4.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jun/10,4.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jul/10,8.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Aug/10,0.9
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Sep/10,1.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Oct/10,8.4
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Nov/10,9.8
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Dec/10,6.4
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jan/11,6.8
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Feb/11,3.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Mar/11,1.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Apr/11,6.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,May/11,9.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jun/11,8.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jul/11,8.8
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Aug/11,3.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Sep/11,6.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Oct/11,1.8
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Nov/11,1.4
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Dec/11,0.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jan/12,3.1
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Feb/12,8.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Mar/12,3.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Apr/12,9.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,May/12,5.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jun/12,8.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jul/12,3.9
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Aug/12,5.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Sep/12,5.1
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Oct/12,10.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Nov/12,3.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Dec/12,5.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jan/13,1.1
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Feb/13,6.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Mar/13,2.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Apr/13,7.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,May/13,0.1
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jun/13,9.8
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jul/13,6.7
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Aug/13,4.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Sep/13,8.0
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Oct/13,3.6
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Nov/13,3.6
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Dec/13,6.1
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jan/14,8.4
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Feb/14,8.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Mar/14,7.6
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Apr/14,2.2
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,May/14,9.4
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jun/14,0.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Jul/14,5.9
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Aug/14,5.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Sep/14,0.9
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Oct/14,8.3
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Nov/14,6.5
35,OMGEVINGSEFFECT,Overstorten,Poort,aantal/maand,85.0,5.0,62.4,62.1,57.8,70.9,59.2,89.0,Dec/14,3.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jan/09,4.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Feb/09,6.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Mar/09,5.0
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Apr/09,1.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,May/09,5.0
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jun/09,2.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jul/09,8.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Aug/09,1.2
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Sep/09,7.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Oct/09,2.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Nov/09,0.2
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Dec/09,5.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jan/10,6.6
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Feb/10,4.5
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Mar/10,6.1
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Apr/10,9.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,May/10,9.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jun/10,4.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jul/10,5.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Aug/10,9.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Sep/10,0.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Oct/10,1.3
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Nov/10,2.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Dec/10,2.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jan/11,3.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Feb/11,7.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Mar/11,0.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Apr/11,2.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,May/11,8.0
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jun/11,0.2
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jul/11,3.6
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Aug/11,1.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Sep/11,3.5
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Oct/11,2.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Nov/11,7.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Dec/11,8.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jan/12,5.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Feb/12,5.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Mar/12,2.0
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Apr/12,2.6
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,May/12,6.1
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jun/12,3.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jul/12,4.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Aug/12,8.6
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Sep/12,8.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Oct/12,3.5
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Nov/12,5.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Dec/12,5.1
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jan/13,2.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Feb/13,8.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Mar/13,2.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Apr/13,2.2
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,May/13,6.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jun/13,1.1
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jul/13,3.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Aug/13,1.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Sep/13,1.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Oct/13,0.2
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Nov/13,0.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Dec/13,8.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jan/14,1.2
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Feb/14,4.6
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Mar/14,2.0
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Apr/14,5.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,May/14,9.3
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jun/14,6.0
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Jul/14,7.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Aug/14,5.9
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Sep/14,6.4
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Oct/14,8.8
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Nov/14,5.7
35,OMGEVINGSEFFECT,Overstorten,Hout,aantal/maand,79.0,7.0,52.6,62.1,51.4,62.3,40.9,72.0,Dec/14,4.8
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Jan/09,8.6
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Feb/09,1.6
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Mar/09,2.4
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Apr/09,4.8
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,May/09,6.2
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Jun/09,5.9
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Jul/09,5.0
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Aug/09,4.8
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Sep/09,6.7
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Oct/09,5.4
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Nov/09,6.1
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Dec/09,3.8
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Jan/10,3.1
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Feb/10,1.2
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Mar/10,9.7
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Apr/10,9.2
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,May/10,7.1
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Jun/10,6.1
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Jul/10,3.0
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Aug/10,5.5
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Sep/10,5.1
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Oct/10,6.2
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Nov/10,6.5
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Dec/10,8.2
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Jan/11,7.9
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Feb/11,6.3
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Mar/11,1.0
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,Apr/11,2.3
35,OMGEVINGSEFFECT,Overstorten,Pampus,aantal/maand,51.0,9.0,61.2,70.9,58.4,40.8,55.4,54.0,May/11,3.0
