ID_PI,KPI,PI,Gebied,Eenheid,Ref_value_month_2,Ref_value_month_0,Ref_value_month_minus2,Date,Value,Score,Abs,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Hout,Gem./gemaal/maand,0,1,2,Jul/14,0.1,9.4,2,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Hout,Gem./gemaal/maand,0,1,2,Aug/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Hout,Gem./gemaal/maand,0,1,2,Sep/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Hout,Gem./gemaal/maand,0,1,2,Oct/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Hout,Gem./gemaal/maand,0,1,2,Nov/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Hout,Gem./gemaal/maand,0,1,2,Dec/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jan/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Feb/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Mar/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Apr/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,May/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jun/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jul/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Aug/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Sep/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Oct/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Nov/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Dec/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jan/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Feb/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Mar/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Apr/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,May/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jun/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jul/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Aug/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Sep/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Oct/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Nov/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Dec/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jan/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Feb/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Mar/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Apr/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,May/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jun/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jul/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Aug/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Sep/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Oct/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Nov/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Dec/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jan/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Feb/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Mar/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Apr/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,May/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jun/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jul/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Aug/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Sep/12,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Oct/12,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Nov/12,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Dec/12,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jan/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Feb/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Mar/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Apr/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,May/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jun/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jul/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Aug/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Sep/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Oct/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Nov/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Dec/13,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jan/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Feb/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Mar/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Apr/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,May/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jun/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Jul/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Aug/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Sep/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Oct/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Nov/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Pampus,Gem./gemaal/maand,0,1,2,Dec/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jan/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Feb/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Mar/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Apr/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,May/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jun/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jul/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Aug/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Sep/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Oct/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Nov/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Dec/09,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jan/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Feb/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Mar/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Apr/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,May/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jun/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jul/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Aug/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Sep/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Oct/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Nov/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Dec/10,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jan/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Feb/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Mar/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Apr/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,May/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jun/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jul/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Aug/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Sep/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Oct/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Nov/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Dec/11,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jan/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Feb/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Mar/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Apr/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,May/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jun/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jul/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Aug/12,NULL,NULL,NULL,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Sep/12,1.2,4.7,312,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Oct/12,1.2,4.8,310,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Nov/12,1.3,4.0,353,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Dec/12,1.3,3.9,359,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jan/13,1.3,4.2,343,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Feb/13,1.1,5.0,298,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Mar/13,0.6,7.4,154,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Apr/13,1.0,5.7,257,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,May/13,0.9,5.9,245,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jun/13,1.2,4.7,315,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jul/13,1.2,4.6,317,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Aug/13,1.5,3.3,398,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Sep/13,1.5,3.4,391,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Oct/13,1.5,3.4,391,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Nov/13,1.7,2.6,440,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Dec/13,1.4,3.5,384,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jan/14,1.4,3.7,372,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Feb/14,1.3,4.3,338,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Mar/14,1.4,3.7,373,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Apr/14,1.3,4.2,345,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,May/14,1.2,4.5,328,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jun/14,1.2,4.6,317,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Jul/14,1.1,5.2,286,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Aug/14,1.5,3.5,387,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Sep/14,0.0,10.0,0,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Oct/14,1.1,4.9,303,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Nov/14,1.4,3.8,365,
43,GEBRUIK,Rioolvreemd water - Overschrijdingen draaitijd gemalen,Almere,Gem./gemaal/maand,0,1,2,Dec/14,1.4,3.6,376,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jan/09,1.8,1.8,4,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Feb/09,2.3,1.0,5,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Mar/09,0.9,5.9,2,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Apr/09,1.4,3.8,3,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,May/09,0.5,7.9,1,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jun/09,2.3,1.0,5,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jul/09,1.8,1.8,4,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Aug/09,0.0,10.0,0,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Sep/09,0.5,7.9,1,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Oct/09,1.8,1.8,4,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Nov/09,1.8,1.8,4,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Dec/09,1.8,1.8,4,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jan/10,0.9,5.9,2,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Feb/10,0.5,7.9,1,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Mar/10,5.0,1.0,11,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Apr/10,1.4,3.8,3,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,May/10,2.3,1.0,5,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jun/10,0.5,7.9,1,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jul/10,1.8,1.8,4,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Aug/10,1.8,1.8,4,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Sep/10,0.5,7.9,1,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Oct/10,0.0,10.0,0,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Nov/10,0.5,7.9,1,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Dec/10,0.0,10.0,0,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jan/11,0.5,7.9,1,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Feb/11,0.0,10.0,0,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Mar/11,0.0,10.0,0,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Apr/11,1.4,3.8,3,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,May/11,1.4,3.8,3,
44,GEBRUIK,Meldingen burgers - Verstoppingen,Haven,Aantal/maand/10000 inwoners,0,1,2,Jun/11,0.9,5.9,2,
