ID_PI,KPI,PI,Gebied,Eenheid,Ref_value_month_2,Ref_value_month_0,Ref_value_month_minus2,Date,Abs,Score,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Dec/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jan/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Feb/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Mar/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Apr/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,May/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jun/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jul/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Aug/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Sep/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Oct/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Nov/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Dec/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jan/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Feb/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Mar/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Apr/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,May/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jun/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jul/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Aug/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Sep/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Oct/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Nov/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Dec/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jan/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Feb/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Mar/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Apr/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,May/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jun/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Jul/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Aug/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Sep/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Oct/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Nov/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Poort,kWh per dag,,,,Dec/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jan/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Feb/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Mar/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Apr/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,May/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jun/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jul/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Aug/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Sep/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Oct/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Nov/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Dec/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jan/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Feb/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Mar/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Apr/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,May/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jun/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jul/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Aug/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Sep/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Oct/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Nov/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Dec/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jan/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Feb/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Mar/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Apr/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,May/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jun/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jul/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Aug/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Sep/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Oct/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Nov/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Dec/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jan/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Feb/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Mar/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Apr/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,May/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jun/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jul/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Aug/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Sep/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Oct/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Nov/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Dec/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jan/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Feb/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Mar/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Apr/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,May/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jun/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jul/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Aug/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Sep/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Oct/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Nov/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Dec/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jan/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Feb/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Mar/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Apr/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,May/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jun/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Jul/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Aug/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Sep/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Oct/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Nov/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Hout,kWh per dag,,,,Dec/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jan/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Feb/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Mar/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Apr/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,May/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jun/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jul/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Aug/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Sep/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Oct/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Nov/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Dec/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jan/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Feb/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Mar/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Apr/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,May/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jun/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jul/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Aug/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Sep/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Oct/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Nov/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Dec/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jan/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Feb/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Mar/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Apr/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,May/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jun/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jul/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Aug/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Sep/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Oct/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Nov/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Dec/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jan/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Feb/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Mar/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Apr/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,May/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jun/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jul/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Aug/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Sep/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Oct/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Nov/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Dec/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jan/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Feb/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Mar/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Apr/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,May/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jun/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jul/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Aug/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Sep/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Oct/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Nov/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Dec/13,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jan/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Feb/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Mar/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Apr/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,May/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jun/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Jul/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Aug/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Sep/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Oct/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Nov/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Pampus,kWh per dag,,,,Dec/14,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jan/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Feb/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Mar/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Apr/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,May/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jun/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jul/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Aug/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Sep/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Oct/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Nov/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Dec/09,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jan/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Feb/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Mar/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Apr/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,May/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jun/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jul/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Aug/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Sep/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Oct/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Nov/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Dec/10,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jan/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Feb/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Mar/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Apr/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,May/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jun/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jul/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Aug/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Sep/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Oct/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Nov/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Dec/11,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jan/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Feb/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Mar/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Apr/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,May/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jun/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jul/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Aug/12,,,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Sep/12,3752.2,5.3,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Oct/12,3734.6,5.4,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Nov/12,3918.9,4.8,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Dec/12,4399.9,3.3,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jan/13,3956.0,4.7,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Feb/13,4096.3,4.3,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Mar/13,3810.3,5.1,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Apr/13,3826.1,5.1,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,May/13,3599.3,5.8,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jun/13,3607.4,5.8,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jul/13,3579.9,5.8,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Aug/13,3550.4,5.9,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Sep/13,3619.9,5.7,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Oct/13,3691.8,5.5,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Nov/13,3902.1,4.9,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Dec/13,3692.9,5.5,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Jan/14,3773.3,5.2,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Feb/14,3703.4,5.5,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Mar/14,3502.8,6.1,
33,PLANREALISATIE,Gemalen - Energieverbruik - dummy,Almere,kWh per dag,2213.7,3689.5,5165.3,Apr/14,3561.8,5.9,
